GameFileName,GameName,Manufact,GameYear,NumPlayers,GameType,Category,GameTheme,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,Rom,Tags,VPS-ID
"Nightmare (Digital Illusions 1992) Chepas 0.9","Nightmare (Digital Illusions 1992)",Digital Illusions,1992,,SS,,"Video Game, Horror",,,,"Olof Gustafsson","Chepas",0.9,,,t_2FV6C4
"Nightmare (Digital Illusions 1992) Slash2084 1.00","Nightmare (Digital Illusions 1992)",Digital Illusions,1992,,SS,,"Video Game, Horror",,,,"Olof Gustafsson","Slash2084, IamMrBongo, Jerry Winter, Sebek74",1.00,,,pjD6mbWJMO
"Nightmare (Digital Illusions 1992) Light66 0.99","Nightmare (Digital Illusions 1992)",Digital Illusions,1992,,SS,,"Video Game, Horror",,,,"Olof Gustafsson","Light66",0.99,,,I_yWvZsCrB
"Nightmare on Elm Street (Original 2013) HZR 1.07 MOD","Nightmare on Elm Street (Original 2013)",Original,2013,,,,"Horror, Movie",,,,,"HZR, SLAMT1LT",1.07,,"MOD",zS49W1uAFE
"Nightmare on Elm Street (Original 2013) MajorFrenchy 1.3 MOD","Nightmare on Elm Street (Original 2013)",Original,2013,,,,"Horror, Movie",,,,,"MajorFrenchy, SLAMT1LT",1.3,,"MOD",y4BIwFGvS5
"Nightmare on Elm Street (Original 2013) Senseless 1.06 MOD","Nightmare on Elm Street (Original 2013)",Original,2013,,,,"Horror, Movie",,,,,"Senseless, SLAMT1LT",1.06,,"MOD",BRqaTqjTvF
"Nightmare on Elm Street (Original 2013) SLAMT1LT 1.03","Nightmare on Elm Street (Original 2013)",Original,2013,,,,"Horror, Movie",,,,,"SLAMT1LT",1.03,,,qAH-Qv7Ovs
"Nine Ball (Stern 1980) Bord 1.0.0 SSF VR","Nine Ball (Stern 1980)",Stern,1980,4,SS,,"Billiards","http://www.ipdb.org/machine.cgi?id=1678",1678,,"Steve Kirk","Bord",1.0.0,nineball,"VR, Hybrid, SSF, FSS",NTissEZP
"Nine Ball (Stern 1980) Arconovum 1.0-2.5 MOD","Nine Ball (Stern 1980)",Stern,1980,4,SS,,"Billiards","http://www.ipdb.org/machine.cgi?id=1678",1678,,"Steve Kirk","Arconovum, Bord",1.0-2.5,nineball,"FastFlips, Music, FSS, MOD",CWxBKvrR
"Nine Inch Nails (Original 2023) Darthwhat 1.1.0 MOD","Nine Inch Nails (Original 2023)",Original,2023,,EM,,"Music, Heavy Metal",,,,,"Darthwhat, Team Tuga, JPSalas, Pedroperes02",1.1.0,,"Music, MOD, FlexDMD",8ASbYne-
"Ninja Gaiden (Original 2023) MGForums 1.0","Ninja Gaiden (Original 2023)",Original,2023,,SS,,"Videogame, Ninja",,,,,"MGForums",1.0,,,Wdz9GsMCxI
"Ninja Gaiden (Original 2023) Jogrady7 2.0","Ninja Gaiden (Original 2023)",Original,2023,,SS,,"Videogame, Ninja",,,,,"Jogrady7, MGForums",2.0,,,AUnKBnlUKW
"Nip-It (Bally 1973) Mustang1961 1.0c MOD","Nip-It (Bally 1973)",Bally,1973,4,EM,,"Sports, Fishing, Aquatic","http://www.ipdb.org/machine.cgi?id=1680",1680,,"Ted Zale","Mustang1961, Loserman76, HauntFreaks",1.0c,,"MOD",5BjIb1HKlg
"Nip-It (Bally 1973) Loserman76 1.0.0f","Nip-It (Bally 1973)",Bally,1973,4,EM,,"Sports, Fishing, Aquatic","http://www.ipdb.org/machine.cgi?id=1680",1680,,"Ted Zale","Loserman76, HauntFreaks",1.0.0f,,,rS1U1zK4
"Nip-It (Bally 1973) HauntFreaks 1.1 MOD","Nip-It (Bally 1973)",Bally,1973,4,EM,,"Sports, Fishing, Aquatic","http://www.ipdb.org/machine.cgi?id=1680",1680,,"Ted Zale","HauntFreaks, Loserman76",1.1,,"MOD",UMwX_YlM
"Nip-It (Bally 1973) Rajo Joey 1.0.0 MOD VR","Nip-It (Bally 1973)",Bally,1973,4,EM,,"Sports, Fishing, Aquatic","http://www.ipdb.org/machine.cgi?id=1680",1680,,"Ted Zale","Rajo Joey, Sixtoe, 3rdAxis, HauntFreaks, Loserman76",1.0.0,,"VR, LUT, MOD",QnNv85BUyM
"Nirvana (Original 2021) Darthwhat 1.0.0","Nirvana (Original 2021)",Original,2021,,SS,,"Music",,,,,"Darthwhat, Destruk, Hawkeyez88, Goldchicco",1.0.0,,"Music, FlexDMD",JWfcMj4w
"Nitro Ground Shaker (Bally 1980) JPSalas 4.0.0","Nitro Ground Shaker (Bally 1980)",Bally,1980,4,SS,,"Sports, Auto Racing","http://www.ipdb.org/machine.cgi?id=1682",1682,,"George Christian","JPSalas, Carlos Guizzo",4.0.0,ngndshkb (7-digit version),"LUT",rZRXD2fK
"Nitro Ground Shaker (Bally 1980) Jwkramer61 1.1.1 MOD","Nitro Ground Shaker (Bally 1980)",Bally,1980,4,SS,,"Sports, Auto Racing","http://www.ipdb.org/machine.cgi?id=1682",1682,,"George Christian","Jwkramer61, Carlos Guizzo, JPSalas",1.1.1,ngndshkb (7-digit version),"MOD, LUT",9xdVTVLQxy
"Nitro Ground Shaker (Bally 1980) Rajo Joey 1.0.1 MOD VR","Nitro Ground Shaker (Bally 1980)",Bally,1980,4,SS,,"Sports, Auto Racing","http://www.ipdb.org/machine.cgi?id=1682",1682,,"George Christian","Rajo Joey, Rawd, Rascal, Sixtoe, JPSalas",1.0.1,ngndshkb (7-digit version),"VR, LUT, MOD",fbMLps8_Ld
"Nitro Ground Shaker (Bally 1980) Morttis 1.0.0-1.0 MOD","Nitro Ground Shaker (Bally 1980)",Bally,1980,4,SS,,"Sports, Auto Racing","http://www.ipdb.org/machine.cgi?id=1682",1682,,"George Christian","Morttis, Arconovum, JPSalas",1.0.0-1.0,ngndshkb (7-digit version),"FSS, MOD",1UT-jSAG
"No Fear Dangerous Sports (Williams 1995) VPin Workshop (VPW) 1.0 SSF MOD VR","No Fear Dangerous Sports (Williams 1995)",Williams,1995,4,SS,,"Sports, Licensed Theme, Motorcycles, Cars","http://www.ipdb.org/machine.cgi?id=2852",2852,,"Steve Ritchie","VPin Workshop (VPW), Kevv, Ninuzzu, Smaug, PaladinArcade",1.0,nf_23x,"MOD, Hybrid, VR, SSF, Fleep, nFozzy",nRFoCEXqBB
"No Fear Dangerous Sports (Williams 1995) Bigus1 2.0 MOD","No Fear Dangerous Sports (Williams 1995)",Williams,1995,4,SS,,"Sports, Licensed Theme, Motorcycles, Cars","http://www.ipdb.org/machine.cgi?id=2852",2852,,"Steve Ritchie","Bigus1, Ninuzzu",2.0,nf_23x,"MOD",sOp56Ke2
"No Fear Dangerous Sports (Williams 1995) Ninuzzu 1.1 SSF","No Fear Dangerous Sports (Williams 1995)",Williams,1995,4,SS,,"Sports, Licensed Theme, Motorcycles, Cars","http://www.ipdb.org/machine.cgi?id=2852",2852,,"Steve Ritchie","Ninuzzu",1.1,nf_23x,"SSF, Music",NkU9XqCn
"No Good Gofers (Williams 1997) Bigus1 2.1 MOD","No Good Gofers (Williams 1997)",Williams,1997,4,SS,,"Sports, Golf","http://www.ipdb.org/machine.cgi?id=4338",4338,,"Pat Lawlor","Bigus1, Bodydump, Destruk",2.1,ngg_13,"MOD",GMRL3nu2
"Table 128","No Good Gofers (Williams 1997)",Williams,1997,4,SS,,"Sports, Golf","http://www.ipdb.org/machine.cgi?id=4338",4338,,"Pat Lawlor","Zen Studios, Zoltan Vari",,ngg_13,,4AYapXTL1g
"No Good Gofers (Williams 1997) Morttis 1.0-1.0 MOD","No Good Gofers (Williams 1997)",Williams,1997,4,SS,,"Sports, Golf","http://www.ipdb.org/machine.cgi?id=4338",4338,,"Pat Lawlor","Morttis, Arconovum, Bodydump, Destruk",1.0-1.0,ngg_13,"FSS, MOD",IFs8Y8ju
"No Good Gofers (Williams 1997) Bodydump 1.0","No Good Gofers (Williams 1997)",Williams,1997,4,SS,,"Sports, Golf","http://www.ipdb.org/machine.cgi?id=4338",4338,,"Pat Lawlor","Bodydump, Destruk",1.0,ngg_13,"FastFlips",gTQ_f_Z8
"WMS_No_Good_Gofers","No Good Gofers (Williams 1997)",Williams,1997,4,SS,,"Sports, Golf","http://www.ipdb.org/machine.cgi?id=4338",4338,,"Pat Lawlor","Zen Studios",,ngg_13,,aUBpapLk
"North Pole (Playmatic 1967) JPSalas 4.0.1","North Pole (Playmatic 1967)",Playmatic,1967,1,EM,,"World Places","https://www.ipdb.org/machine.cgi?id=6310",6310,,,"JPSalas, Pedator, Arngrim",4.0.1,,"Music, LUT",18aek0ft
"North Star (Gottlieb 1964) Ext2k 1.0 VR","North Star (Gottlieb 1964)",Gottlieb,1964,1,EM,,"World Places","https://www.ipdb.org/machine.cgi?id=1683",1683,,"Wayne Neyens","Ext2k, Teisen, Loserman76, Pbecker, Itchigo",1.0,,"VR",_9JCGHiBY0
"North Star (Gottlieb 1964) Teisen 1.1.0 MOD","North Star (Gottlieb 1964)",Gottlieb,1964,1,EM,,"World Places","https://www.ipdb.org/machine.cgi?id=1683",1683,,"Wayne Neyens","Teisen, Loserman76, Pbecker, Itchigo",1.1.0,,"MOD",6W2M97qsGO
"North Star (Gottlieb 1964) Loserman76 2.0.0f","North Star (Gottlieb 1964)",Gottlieb,1964,1,EM,,"World Places","https://www.ipdb.org/machine.cgi?id=1683",1683,,"Wayne Neyens","Loserman76, Pbecker, Itchigo",2.0.0f,,,-9Tihh8Y
"Nosferatu 1922 (Original 2023) Damonra 1.0.0","Nosferatu 1922 (Original 2023)",Original,2023,,EM,,"Horror",,,,,"Damonra, JPSalas",1.0.0,,,sIghlRPN0S
"Nova Pinball (Original 2024) Xpheres 0.1","Nova Pinball (Original 2024)",Original,2024,,SS,,"Pinball",,,,,"Xpheres",0.1,,,D-RTgX6SE9
"Now (Gottlieb 1971) Leeoneil 1.2.0 SSF","Now (Gottlieb 1971)",Gottlieb,1971,4,EM,,"Psychedelic","http://www.ipdb.org/machine.cgi?id=1685",1685,,"Ed Krynski","Leeoneil, Loserman76, GNance, Thalamus, Outhere, Bord",1.2.0,,"SSF",qb6in55G
"Now (Gottlieb 1971) Loserman76 1.0.0f","Now (Gottlieb 1971)",Gottlieb,1971,4,EM,,"Psychedelic","http://www.ipdb.org/machine.cgi?id=1685",1685,,"Ed Krynski","Loserman76, GNance",1.0.0f,,,7vFY61-XyL
"Now (Gottlieb 1971) Loserman76 1.0-2.6 MOD","Now (Gottlieb 1971)",Gottlieb,1971,4,EM,,"Psychedelic","http://www.ipdb.org/machine.cgi?id=1685",1685,,"Ed Krynski","Loserman76, Arconovum, Bord",1.0-2.6,,"FSS, MOD",vIPq3wym
"Nudge-It (Gottlieb 1990) Lizard 1.1","Nudge-It (Gottlieb 1990)",Gottlieb,1990,1,SS,,"Prospecting","http://www.ipdb.org/machine.cgi?id=3454",3454,,"Ray Tanzer","Lizard",1.1,,,k57OC5yZ
"Nudge-It (Gottlieb 1990) Mlager8 1.0.0 SSF","Nudge-It (Gottlieb 1990)",Gottlieb,1990,1,SS,,"Prospecting","http://www.ipdb.org/machine.cgi?id=3454",3454,,"Ray Tanzer","Mlager8, Thalamus, Armyaviation",1.0.0,,"SSF",FpQcpi5GeZ
"Nudgy (Bally 1947) Scottacus 1.05 SSF VR","Nudgy (Bally 1947)",Bally,1947,1,EM,,"Flipperless","https://www.ipdb.org/machine.cgi?id=1686",1686,,,"Scottacus, Onevox, Bord",1.05,,"SSF, VR, Hybrid, LUT",hlNyRKQyca
"Nudgy (Bally 1947) Francisco Pozo 1.0","Nudgy (Bally 1947)",Bally,1947,1,EM,,"Flipperless","https://www.ipdb.org/machine.cgi?id=1686",1686,,,"Francisco Pozo",1.0,,,FVQ9lsfWa3
"Nugent (Stern 1978) Wed21 2.2 SSF","Nugent (Stern 1978)",Stern,1978,4,SS,,"Celebrities, Music","http://www.ipdb.org/machine.cgi?id=1687",1687,,"Mike Kubin","Wed21, Flupper, nFozzy, Inkochnito, GTXJoe, Allknowing2012, 32assassin, HauntFreaks",2.2,nugent,"SSF, Fleep",tasKxPmz
"Nugent (Stern 1978) Ext2k 1.0.0 VR","Nugent (Stern 1978)",Stern,1978,4,SS,,"Celebrities, Music","http://www.ipdb.org/machine.cgi?id=1687",1687,,"Mike Kubin","Ext2k, Wed21, Rawd",1.0.0,nugent,"VR",d8BxiQ4cuV
"O Brother Where Art Thou (Original 2021) Onevox 1.6","O Brother Where Art Thou (Original 2021)",Original,2021,,EM,,"Movie, Musical",,,,,"Onevox, Scottacus, Loserman76, Thalamus, Jfr1, Mlager, Arngrim, Bord",1.6,,"Music",NpPs9rJG
"O Gaucho (LTD do Brasil 1975) Rodrigo Ataguile (RoAtaguile) 1.0","O Gaucho (LTD do Brasil 1975)",LTD do Brasil,1975,,EM,,"American West",,,,,"Rodrigo Ataguile (RoAtaguile), Exegeta",1.0,,,Ya6Cz71q5s
"O Gaucho (LTD do Brasil 1975) JPSalas 1.0.0","O Gaucho (LTD do Brasil 1975)",LTD do Brasil,1975,,EM,,"American West",,,,,"JPSalas, Halen, Exegeta, Rodrigo Ataguile (RoAtaguile)",1.0.0,,,MwtLDVb00M
"OXO (Williams 1973) Scottacus 2.28 VR","OXO (Williams 1973)",Williams,1973,4,EM,,"Board Games, Tic-Tac-Toe","http://www.ipdb.org/machine.cgi?id=1733",1733,,"Norm Clark","Scottacus, Onevox, Whirlwind, Bord",2.28,,"VR, FSS",5qwbtNRY
"OXO (Williams 1973) Scottacus  1.0.0","OXO (Williams 1973)",Williams,1973,4,EM,,"Board Games, Tic-Tac-Toe","http://www.ipdb.org/machine.cgi?id=1733",1733,,"Norm Clark","Scottacus, Xenonph, Thalamus, Freneticamnesic, HauntFreaks, Bord", 1.0.0,,,R0_39L5ec1
"Oasis Knebworth (Original 2023) Dr.Nobody 1.0.0 MOD","Oasis Knebworth (Original 2023)",Original,2023,,,,"Music, Celebrities",,,,,"Dr.Nobody, JPSalas, Balutito, Joe Picasso, Hawkeyez88, DigitalJedi084, Paladin, Springjack",1.0.0,seawitch,"MOD",sN9Y1IotLj
"Oba-Oba (Taito do Brasil 1978) MauiPunter 4.1.0 MOD","Oba-Oba (Taito do Brasil 1978)",Taito do Brasil,1978,4,SS,,"Music, Dancing","http://www.ipdb.org/machine.cgi?id=4572",4572,,"Jim Patla","MauiPunter, Carlos Guizzo, Tio Italo, Wildman, JPSalas",4.1.0,obaoba,"MOD, LUT, Music",9T89IUJa6t
"Oba-Oba (Taito do Brasil 1978) JPSalas 4.0.0 SSF","Oba-Oba (Taito do Brasil 1978)",Taito do Brasil,1978,4,SS,,"Music, Dancing","http://www.ipdb.org/machine.cgi?id=4572",4572,,"Jim Patla","JPSalas, Carlos Guizzo, Tio Italo, Pmax65, Rothbauerw",4.0.0,obaoba,"FastFlips, SSF, LUT",Eqv7Sgi8
"Oblivion (Original 2023) Zobou 2.0","Oblivion (Original 2023)",Original,2023,,,,"Science Fiction",,,,,"Zobou",2.0,,,VrcMS0BmZf
"Octopus (Nintendo 1981) Stefanaustria (STAT) 1.0a","Octopus (Nintendo 1981)",Nintendo,1981,,SS,,"Flipperless",,,,,"Stefanaustria (STAT), Fisch",1.0a,,,yXu2BsG1
"OddZilla (Original 2023) Anthias 1.0","OddZilla (Original 2023)",Original,2023,,,,"Dinosaurs",,,,,"Anthias",1.0,,,9ymXd1nDSR
"Odin Deluxe (Sonic 1985) Nestorgian 1.3.1","Odin Deluxe (Sonic 1985)",Sonic,1985,4,SS,,"Norse Mythology","http://www.ipdb.org/machine.cgi?id=3448",3448,,"Eulogio Pingarrón","Nestorgian, Dboyrecords, Arngrim, JPSalas",1.3.1,,,hKaxo0mp
"Odin Deluxe (Sonic 1985) Nestorgian 1.1","Odin Deluxe (Sonic 1985)",Sonic,1985,4,SS,,"Norse Mythology","http://www.ipdb.org/machine.cgi?id=3448",3448,,"Eulogio Pingarrón","Nestorgian",1.1,,,3MEp7SBq
"Odisea Paris-Dakar (Peyper 1987) Goldchicco 1.2","Odisea Paris-Dakar (Peyper 1987)",Peyper,1987,4,SS,,"Car Rally, Motorcycle Racing","http://www.ipdb.org/machine.cgi?id=4879",4879,,"Eulogio Pingarrón","Goldchicco, 32assassin, Mfuegemann, Movieguru, Arngrim, Batch",1.2,odisea,,K_sBk4Cj
"Ol' Ireland (Original 2018) Ronimhoff 1.1","Ol' Ireland (Original 2018)",Original,2018,,SS,,"World Places",,,,,"Ronimhoff",1.1,,,JwAD5Asv
"Old Chicago (Bally 1976) Leeoneil 1.2.0 SSF","Old Chicago (Bally 1976)",Bally,1976,4,EM,,"Historical, American Places","http://www.ipdb.org/machine.cgi?id=1704",1704,,"Greg Kmiec","Leeoneil, Loserman76, GNance, Popotte",1.2.0,,"SSF",N95AEW_beg
"Old Chicago (Bally 1976) Loserman76 1.0.0f","Old Chicago (Bally 1976)",Bally,1976,4,EM,,"Historical, American Places","http://www.ipdb.org/machine.cgi?id=1704",1704,,"Greg Kmiec","Loserman76, GNance, Popotte, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0f,,,WsUuvD6i
"Old Chicago (Bally 1976) Loserman76 1.0-2.5 MOD","Old Chicago (Bally 1976)",Bally,1976,4,EM,,"Historical, American Places","http://www.ipdb.org/machine.cgi?id=1704",1704,,"Greg Kmiec","Loserman76, GNance, Popotte, Arconovum",1.0-2.5,,"FSS, MOD",3QoeH2yL
"Old Coney Island! (Game Plan 1979) Ext2k 1.0.0 VR","Old Coney Island! (Game Plan 1979)",Game Plan,1979,4,SS,,"Happiness, Circus, Carnival","http://www.ipdb.org/machine.cgi?id=553",553,,"Ed Cebula","Ext2k, JPSalas",1.0.0,coneyis,"VR",z4uQwFVcHu
"Old Coney Island! (Game Plan 1979) JPSalas 4.0.2","Old Coney Island! (Game Plan 1979)",Game Plan,1979,4,SS,,"Happiness, Circus, Carnival","http://www.ipdb.org/machine.cgi?id=553",553,,"Ed Cebula","JPSalas",4.0.2,coneyis,"LUT",vSXyqxaC
"Olympics (Gottlieb 1962) Mustang1961 1.0d","Olympics (Gottlieb 1962)",Gottlieb,1962,1,EM,,"Olympic Games, Sports","https://www.ipdb.org/machine.cgi?id=1714",1714,,"Wayne Neyens","Mustang1961, Loserman76",1.0d,,,NEwdol8Mrk
"Olympics (Gottlieb 1962) Loserman76 1.0.0f","Olympics (Gottlieb 1962)",Gottlieb,1962,1,EM,,"Olympic Games, Sports","https://www.ipdb.org/machine.cgi?id=1714",1714,,"Wayne Neyens","Loserman76",1.0.0f,,,P2rQwabQ
"Olympics (Gottlieb 1962) Teisen 1.0","Olympics (Gottlieb 1962)",Gottlieb,1962,1,EM,,"Olympic Games, Sports","https://www.ipdb.org/machine.cgi?id=1714",1714,,"Wayne Neyens","Teisen, Loserman76, GNance, JPSalas, Pinuck, Hauntfreaks, Borgdog, Arngrim",1.0,,,nXeYOVn6Vc
"Olympus (Juegos Populares 1986) JPSalas 1.0.0","Olympus (Juegos Populares 1986)",Juegos Populares,1986,4,SS,,"Mythology","https://www.ipdb.org/machine.cgi?id=5140",5140,,,"JPSalas, Mfuegeman, Akiles50000, Pedator, Daniel, Koke",1.0.0,olympus,,sSLEyWTYKJ
"Olympus (Juegos Populares 1986) Mfuegemann 0.1","Olympus (Juegos Populares 1986)",Juegos Populares,1986,4,SS,,"Mythology","https://www.ipdb.org/machine.cgi?id=5140",5140,,,"Mfuegemann",0.1,olympus,,AGBZDuIK
"Olympus (Juegos Populares 1986) Ext2k 1.0 VR","Olympus (Juegos Populares 1986)",Juegos Populares,1986,4,SS,,"Mythology","https://www.ipdb.org/machine.cgi?id=5140",5140,,,"Ext2k, JPSalas, Mfuegeman, Akiles50000, Pedator, Daniel, Koke",1.0,olympus,"VR",-0wqcUZfIQ
"Once Upon A Time In The West (Original 2019) Ivantba 1.0 MOD","Once Upon A Time In The West (Original 2019)",Original,2019,4,SS,,"American West, Movie",,,,,"Ivantba, JPSalas",1.0,gork,"MOD",Z7Dq1bkG
"One Piece (Original 2023) Masonou 1.0.0 VR","One Piece (Original 2023)",Original,2023,,SS,,"Anime",,,,,"Masonou, JPSalas, PEandS1Ws",1.0.0,,"VR",yLYQGWU-_T
"Operation Highjump (Original 2021) Chepas 1.0.1 MOD","Operation Highjump (Original 2021)",Original,2021,2,EM,,"Science Fiction",,,,,"Chepas, Loserman76, NicolaiNuke, Allknowing2012",1.0.1,,"MOD",8Q1HmOY6
"Operation Thunder (Gottlieb 1992) Rascal 1.4.0 MOD VR","Operation Thunder (Gottlieb 1992)",Gottlieb,1992,4,SS,,"Science Fiction","http://www.ipdb.org/machine.cgi?id=1721",1721,,"Ray Tanzer","Rascal, Ahr1man, Rawd, Gigalula, Tamoore, Mfuegemann",1.4.0,,"Hybrid, VR, FSS, MOD",Fzh9p1f7zE
"Operation Thunder (Gottlieb 1992) Bigus1 3.1 MOD","Operation Thunder (Gottlieb 1992)",Gottlieb,1992,4,SS,,"Science Fiction","http://www.ipdb.org/machine.cgi?id=1721",1721,,"Ray Tanzer","Bigus1, Mfuegemann, Rascal, Scutters",3.1,,"MOD, FlexDMD",8t6N7Cng
"Operation Thunder (Gottlieb 1992) Rascal 1.1.0","Operation Thunder (Gottlieb 1992)",Gottlieb,1992,4,SS,,"Science Fiction","http://www.ipdb.org/machine.cgi?id=1721",1721,,"Ray Tanzer","Rascal, Mfuegemann, Zaphod, Destruk, Scapino, Fuzzel, Akiles50000, Arngrim, JPSalas",1.1.0,,,guuH3VOZ
"Orbit (Gottlieb 1971) Popotte 1.01","Orbit (Gottlieb 1971)",Gottlieb,1971,4,EM,,"Outer Space","http://www.ipdb.org/machine.cgi?id=1724",1724,,"Ed Krynski","Popotte",1.01,,,Ab8K6AJaTC
"Orbit (Gottlieb 1971) Loserman76 1.0.0f","Orbit (Gottlieb 1971)",Gottlieb,1971,4,EM,,"Outer Space","http://www.ipdb.org/machine.cgi?id=1724",1724,,"Ed Krynski","Loserman76, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0f,,,kgJIXqWv
"Orbitor 1 (Stern 1982) 32assassin 1.0","Orbitor 1 (Stern 1982)",Stern,1982,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=1725",1725,,"Joe Joos Jr.","32assassin",1.0,orbitor1,,GfyAGEv_
"Ouija (Original 2020) Davor Lipovac 1.0 MOD","Ouija (Original 2020)",Original,2020,,SS,,"Supernatural",,,,,"Davor Lipovac, JPSalas",1.0,sst,"MOD",lFVvEjRb
"Out of Sight (Gottlieb 1974) Loserman76 1.0.0f","Out of Sight (Gottlieb 1974)",Gottlieb,1974,2,EM,,"Psychedelic","http://www.ipdb.org/machine.cgi?id=1727",1727,,"Ed Krynski","Loserman76, GNance, Popotte, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0f,,,oarAmz_b
"Outer Space (Gottlieb 1972) Rajo Joey 1.0.0 VR","Outer Space (Gottlieb 1972)",Gottlieb,1972,2,EM,,"Outer Space","http://www.ipdb.org/machine.cgi?id=1728",1728,,"Ed Krynski","Rajo Joey, Loserman76, GNance",1.0.0,,"VR, Hybrid, LUT",_ggbcyzvJg
"Outer Space (Gottlieb 1972) Leeoneil 1.1.0 MOD","Outer Space (Gottlieb 1972)",Gottlieb,1972,2,EM,,"Outer Space","http://www.ipdb.org/machine.cgi?id=1728",1728,,"Ed Krynski","Leeoneil, Loserman76, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.1.0,,"MOD",4J_gZeJF-3
"Outer Space (Gottlieb 1972) Loserman76 1.0.0f","Outer Space (Gottlieb 1972)",Gottlieb,1972,2,EM,,"Outer Space","http://www.ipdb.org/machine.cgi?id=1728",1728,,"Ed Krynski","Loserman76, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0f,,,0l3GAEpk
"PDC Darts Pinball 2023 (Original 2023) Stevegooner1234 1.0","PDC Darts Pinball 2023 (Original 2023)",Original,2023,,SS,,"Sports, Darts",,,,,"Stevegooner1234, Wildman, Lizard, Xenonph, JPSalas, Bigus",1.0,,"Music",JeAgBsg3GZ
"PDC World Darts Pinball (Original 2020) Stevegooner1234 1.0 MOD","PDC World Darts Pinball (Original 2020)",Original,2020,4,SS,,"Sports, Darts",,,,,"Stevegooner1234, PQ4, Ruud56, JPSalas",1.0,,"Music, MOD",OqDGyUpw
"PIN-BOT (Williams 1986) Bord 2.1.1 SSF VR","PIN-BOT (Williams 1986)",Williams,1986,4,SS,,"Fantasy, Outer Space","http://www.ipdb.org/machine.cgi?id=1796",1796,,"Barry Oursler, Python Anghelo","Bord",2.1.1,pb_l5,"VR, SSF, Hybrid, FSS",232sR2Et
"PIN-BOT (Williams 1986) Arconovum 1.0-2.6 MOD","PIN-BOT (Williams 1986)",Williams,1986,4,SS,,"Fantasy, Outer Space","http://www.ipdb.org/machine.cgi?id=1796",1796,,"Barry Oursler, Python Anghelo","Arconovum, Bord",1.0-2.6,pb_l5,"FastFlips, FSS, MOD",A_QiSnbC
"PJ Masks (Original 2020) Donuts10 1.3 MOD","PJ Masks (Original 2020)",Original,2020,4,SS,,,,,,,"Donuts10, Franck Hollinger (Mussinger)",1.3,,"MOD",ixRfHhP7
"PT01 (Original 2023) 0x3e 0.03","PT01 (Original 2023)",Original,2023,,,,,,,,,"0x3e",0.03,,,LR6ZnYHhWY
"PacMan (Original 2021) Segovia11 1.33","PacMan (Original 2021)",Original,2021,,SS,,"Video Game",,,,,"Segovia11",1.33,,,YUZkHTWY
"Paddock (Williams 1969) Bord 1.0.2","Paddock (Williams 1969)",Williams,1969,1,EM,,"Sports, Horse Racing","https://www.ipdb.org/machine.cgi?id=1735",1735,,"Norm Clark","Bord, Scottacus",1.0.2,,,CPCbI05D
"Palace Guard (Gottlieb 1968) Loserman76 2.0.0f","Palace Guard (Gottlieb 1968)",Gottlieb,1968,1,EM,,"World Places, Historical","http://www.ipdb.org/machine.cgi?id=1737",1737,,"Ed Krynski","Loserman76, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",2.0.0f,,,HBBEXaCd
"Pantera (Original 2020) Pedro Peres 1.0.0 MOD","Pantera (Original 2020)",Original,2020,4,SS,,"Music, Heavy Metal",,,,,"Pedro Peres, Team Tuga, Joe Picasso, TerryRed, Joey Beaulieu (Joe Picasso), Mark Tunstill, Ray Pritchard, Andrew Walsh (Awalsh053), Team PP, Bigus1, JPSalas, Nailbuster",1.0.0,gnr_300,"Music, MOD",ASaZIEvz
"Panthera (Gottlieb 1980) JPSalas 4.0.1","Panthera (Gottlieb 1980)",Gottlieb,1980,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=1745",1745,,"Ed Krynski","JPSalas",4.0.1,,"LUT",2AAA21ex
"Panthera (Gottlieb 1980) Rajo Joey 1.0.0 MOD VR","Panthera (Gottlieb 1980)",Gottlieb,1980,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=1745",1745,,"Ed Krynski","Rajo Joey, Rawd, Rascal, Sixtoe, JPSalas",1.0.0,,"VR, MOD, LUT, nFozzy",-p4ju8Sw
"Panthera (Gottlieb 1980) Arconovum 1.0.1-2.5 MOD","Panthera (Gottlieb 1980)",Gottlieb,1980,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=1745",1745,,"Ed Krynski","Arconovum, JPSalas",1.0.1-2.5,,"FastFlips, FSS, MOD",j0Ed7CZ4
"Paragon (Bally 1979) Bord 2.5 VR","Paragon (Bally 1979)",Bally,1979,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=1755",1755,,"Greg Kmiec","Bord, Iaakki, Rothbauerw, TastyWasps, Rajo Joey, Redbone",2.5,paragon,"nFozzy, Fleep, VR, Hybrid",8W72lugfNJ
